,course,Link,Introduction,Address,Contact,Duration,Fee,uni_name,Fac_link
511,"
	•Bachelor of Maritime Operations Management with Honours",https://fpm.umt.edu.my/course/bachelor-of-maritime-operation/,"Bidang Pengurusan Operasi Maritim merupakan salah satu cabang dalam Pengajian Maritim yang menumpu kepada aktiviti operasi dalam Maritim dan sokongan seperti operasi kargo, operasi penyusunan barangan secara pukal di pelabuhan atau di gudang, dan operasi pergerakan kargo. Pengurusan operasi ini merupakan elemen penting yang menyumbang kepada kelancaran sektor perkhidmatan dalam bidang perdagangan atau perkhidmatan perkapalan dimana mampu meningkatkan pendapatan negara hasil depoh aktiviti pembangunan ekonomi dan penepatan. Selain itu, pengurusan operasi ini juga menyumbang kepada pendapatan penting negara dari aspek penyediaan perkidmatan sokongan dalam industri dan aktiviti ekploitasi sumber minyak dan gas asli di Malaysia.","Fakulti Pengajian Maritim, Universiti Malaysia Terengganu, 21030 Kuala Terengganu, Terengganu.",609-6683791 / 609-668 4216 Fax : 609-668 4737 fpm@umt.edu.my,3,NA,Univesity Malaysia Terengganu (UMT),
512,"
	•Bachelor of Economics (Natural Resources) with Honours",https://fbesd.umt.edu.my/?page_id=8263,"The Bachelor of Economics (Natural Resources) (Hons.) program is offered to meet the needs of knowledgeable undergraduate. The program focuses on the application of economic theory to solve a wide range of economic problems, particularly in the areas of natural resources as well as development and finance. Students are also exposed to the latest learning methods such as digital economy, e-learning and industrial revolution. Graduates of the program are also equipped to meet various job opportunities in the private and public sectors as well as young entrepreneurs who can drive the growth and development of the country’s economy.
 
A. PROGRAMME OBJECTIVES
To produce knowledgeable graduates especially in the field of natural resource economics, high ability, skilled, ethical and credible.
To foster positive attitudes among economics graduates in contributing expertise and ideas for national development.
To apply graduates with leadership and entrepreneurial skills.
 
B. CAREER PROSPECTS
Bachelor of Economics (Natural Resources) has a variety of career opportunities in the public and private sectors. These include the position as managers, administrators, researchers, economic analysts, economic consultants, bank officials, finance officers, production operations officers, appraisers, planning and development officers, forestry officials, agricultural officials, statistics, educators and entrepreneurs.
C. ADMISSION CRITERIA
University’s General Admission Requirements
i. Passed SPM/equivalent.
ii. Passed Bahasa Melayu/Bahasa Malaysia with a credit at SPM level/ equivalent. iii. Sat for Malaysian University English Test (MUET). iv. Passed STPM examination with at least a grade of C (GPA 2.00) in GeneralStudies/General Paper, and a grade of C (GPA 2.00) in two (2) other subjects. or Possess a diploma or other qualifications accredited by the Malaysian Government and approved by the University Senate. or Passed the Ministry of Education’s Matriculation/Universiti Malaya’s Pre-University Science Programme with a CGPA of at least 2.00.
Programme’s Specific Requirements
i) Minimum qualifications for STPM/Matriculation/Pre-University candidates:
a) Acquired a grade of B- (GPA 2.67) in one of the following subjects at STPM/ Matriculation/Pre-University level: Economics,
Accounting, Mathematics or Business Studies. b) A credit in Mathematics at SPM level or a grade of C (GPA 2.00) in Mathematics at STPM/Matriculation/Pre-University
level. c) Passed English at SPM level.
ii) Equivalent Qualifications: Diploma in related discipline from accredited institution.
 
 ","FACULTY OF BUSINESS, ECONOMICS AND SOCIAL DEVELOPMENT, University of Malaysia Terengganu, 21030 Kuala Nerus, Terengganu, Malaysia",Tel : +609 6684149 Fax : +609 6684237 Email: fbesd@umt.edu.my,NA,NA,Univesity Malaysia Terengganu (UMT),
513,"
	•Bachelor of Management (Marketing) with Honours",https://fbesd.umt.edu.my/?page_id=129," The Bachelor of Management (Marketing) (Hons.) is one of the program offered by the School. This program is run to fulfill social responsibility by preparing trained workforce with eligibility in current job market needs.
A. PROGRAMME OBJECTIVES
 The programme attempts to deliver and provide understanding with the concept and principles of management and marketing. It also applies competencies of management and marketing in planning, identifying, analysing and evaluating the problem. It also nurtures ethical attitudes, professionalism and confidence among graduates.
B. CAREER PROSPECTS Marketing is closely related to the purchasing, retailing, production, sales and logistics. Graduates of Management (Marketing) has various career opportunities as a Marketing Representative, Sales Representative, Sales Executive, Marketing Executive, Business Development Executive, Sales Manager and Marketing Manager.
C. ADMISSION CRITERIA
University’s General Admission Requirements
i. Passed SPM/equivalent.
ii. Passed Bahasa Melayu/Bahasa Malaysia with a credit at SPM level/ equivalent. iii. Sat for Malaysian University English Test (MUET). iv. Passed STPM examination with at least a grade of C (GPA 2.00) in GeneralStudies/General Paper, and a grade of C (GPA 2.00) in two (2) other subjects. or  Possess a diploma or other qualifications accredited by the Malaysian Government and approved by the University Senate. or  Passed the Ministry of Education’s Matriculation/Universiti Malaya’s Pre-University Science Programme with a CGPA of at least 2.00.
Programme’s Specific Requirements
i) Minimum qualifications for STPM/Matriculation/Pre-University candidates:
a) Acquired a grade of B- (GPA 2.67) in one of the following subjects at STPM/ Matriculation/Pre-University level: Economics,
Accounting, Mathematics or Business Studies. b) A credit in Mathematics at SPM level or a grade of C (GPA 2.00) in Mathematics at STPM/Matriculation/Pre-University
level. c) Passed English at SPM level.
ii) Equivalent Qualifications: Diploma in related discipline from accredited institution.
 
 ","FACULTY OF BUSINESS, ECONOMICS AND SOCIAL DEVELOPMENT, University of Malaysia Terengganu, 21030 Kuala Nerus, Terengganu, Malaysia",Tel : +609 6684149 Fax : +609 6684237 Email: fbesd@umt.edu.my,NA,NA,Univesity Malaysia Terengganu (UMT),
514,"
	•Bachelor of Accounting with Honours",https://fbesd.umt.edu.my/?page_id=143,"The Bachelor of Accounting (Hons.) programme takes 4-years for completion. The programme is recognized by the Malaysian Institute of Accountants (MIA). A student should have completed at least 136 credit hours according to the programme structure in order to be conferred the Bachelor of Accounting. See also information about our programme’s  accreditations.
Our Bachelor of Accounting programme is the first in the world that has Teaching Accountancy Firm (TAF). As for now, selected students will be undertaking attachment at TAF as part of their studies. These students will be placed at TAF as early as their second year study. With the industrial attachment runs hand-in-hand with the formal learning in class, the course structure of Bachelor of Accounting is in accordance to the Ministry of Higher Education’s 2u2i model (which means 2 years university + 2 years industry). Click here for details.
A. PROGRAMME OBJECTIVES
 To produce graduates with the necessary accounting knowledge, technical skills and competency to undertake the tasks in the field of accounting, auditing, taxation and management. To produce graduates who are able to think critically, communicate effectively,work collaboratively in team, demonstrate behavior consistent with professional ethics, committed to life long learning, and demonstrate leadership and entrepreneurial skills.
B. CAREER PROSPECTS Graduates with Bachelor of Accounting qualification have the opportunity to work as accountant, auditor, tax assessor, treasurer, corporate secretary, consultant, financial officer, financial analyst, researcher, and educator. In the public sector, career prospects for Bachelor of Accounting graduates are available in the government departments, statutory bodies, and local authorities. In the private sector, these career prospects are available in commercial and industrial bodies, banks, insurance companies and accounting firms. With the knowledge and skills applied throughout the programme, graduates also have the opportunity to become an entrepreneur.
C. ADMISSION CRITERIA
University’s General Admission Requirements
i.    Passed SPM/equivalent.
ii.   Passed Bahasa Melayu/Bahasa Malaysia with a credit at SPM level/ equivalent.
iii.  Passed STPM examination with at least a grade of C (GPA 2.00) in General Studies/General Paper, and a grade of C (GPA 2.00) 
       in two (2) other subjects.
or  Possess a diploma or other qualifications accredited by the Malaysian Government and approved by the University Senate.
or  Passed the Ministry of Education’s Matriculation/Universiti Malaya’s Pre-University Science Programme with a CGPA of at  
       least 2.00.
Programme’s Specific Requirements
i)  Minimum qualifications for STPM/Matriculation/Pre-University candidates
     a) Acquired a grade of B- (GPA 2.67) in one of the following subjects at STPM/ Matriculation/Pre-University level:
                 Economics, Accounting, or Business
     b) A credit in Mathematics at SPM level or a grade of C (GPA 2.00) in Mathematics at STPM/Matriculation/Pre-University
          level.
     c)  Passed English at SPM level.
     d)  Acquired at least Band 2 for Malaysian University English Test (MUET).
ii) Equivalent Qualifications
     Diploma in related discipline from accredited institution.
","FACULTY OF BUSINESS, ECONOMICS AND SOCIAL DEVELOPMENT, University of Malaysia Terengganu, 21030 Kuala Nerus, Terengganu, Malaysia",Tel : +609 6684149 Fax : +609 6684237 Email: fbesd@umt.edu.my,4,NA,Univesity Malaysia Terengganu (UMT),
515,"
	•Bachelor of Counseling with Honours",https://fbesd.umt.edu.my/?page_id=8271,"
The Bachelor of Counselling (Hons.) aims to produce counsellors who are capable of providing the best counselling services to community members in need, including individuals, groups, couples, families, mentor and more. The Bachelor of Counselling program is the cornerstone of developing competent counsellors. The program is designed in accordance with the requirements of the Counsellors Act 1988. A competent counsellor is defined as a counsellor who meets the requirements of professional counselling training as prescribed by the Malaysian Board of Counsellors (LKM). This healthy development is in line with the government’s efforts to increase the number of trained counsellors as gazetted in the Counsellors Act 1998.
A. PROGRAMME OBJECTIVES
The program emphasizes counselling skills in individual and group sessions. The mastery of effective counselling skills enables the counsellor to perform better counselling services and thus provide a therapeutic effect to clients. The counselling service offered by the counsellor is based on the ethical principles of supporting services.
B. ADMISSION CRITERIA
University’s General Admission Requirements
i. Passed SPM/equivalent. ii. Passed Bahasa Melayu/Bahasa Malaysia with a credit at SPM level/ equivalent. iii. Earned at least Level 1 (Band 1) in the Malaysian University English Test (MUET). iv. Passed STPM examination with at least a grade of C (GPA 2.00) in General Studies/General Paper, and a grade of C (GPA 2.00) in two (2) other subjects. or Possess a diploma or other qualifications accredited by the Malaysian Government and approved by the University Senate. or Passed the Ministry of Education’s Matriculation/Universiti Malaya’s Pre-University Science Programme with a CGPA of at least 2.00.
Programme’s Specific Requirements
i) Minimum qualifications for STPM/Matriculation/Pre-University candidates:
 a) Acquired a grade of B- (GPA 2.67) in any of the following two subjects at STPM/ Matriculation/Pre-University level:
Bahasa Malaysia/ Kesusasteraan Melayu/ Literature in EnglishBahasa Cina/ Bahasa Tamil/ Bahasa ArabSyariah/ UsuluddinHistoryGeographyMathematicEconomyBusiness Studies / Business ManagementAccountingSports Science
b) A credit in Mathematics at SPM level or a grade of C (GPA 2.00) in Mathematics at STPM/Matriculation/Pre-University level. c) Passed English at SPM level.
b) Equivalent Qualifications: Diploma in related discipline from accredited institution.
 
 ","FACULTY OF BUSINESS, ECONOMICS AND SOCIAL DEVELOPMENT, University of Malaysia Terengganu, 21030 Kuala Nerus, Terengganu, Malaysia",Tel : +609 6684149 Fax : +609 6684237 Email: fbesd@umt.edu.my,NA,NA,Univesity Malaysia Terengganu (UMT),
516,"
	•Bachelor of Management (Policy Studies) with Honours  ",https://fbesd.umt.edu.my/?page_id=8275,"The Bachelor of Management (Policy Studies) (Hons.) offers a unique educational opportunity that includes a variety of disciplines such as public policy and administration, political science, sociology, community development, economics and environmental management. 
It supports a multidisciplinary approach to teaching and learning to shape students to formulate and analyse policies. Students need to have a wealth of knowledge in various fields to understand the problems of society and how the government and the people address them. Thus, it can foster critical thinking, creative problem solving and research among students. Students can use problem-solving situations more creatively and quality in the real world to find answers to their learning.
In addition, graduates from this program will are suited for today’s global challenges. They can use various skills acquired during their study such as in quantitative and qualitative analysis, economics, administration and management in solving today’s social problems. There, the above are some of the advantages offered by this program to achieve a better social and international development environment.
A. PROGRAMME OBJECTIVES
To become a leading program in academic in the field of social and economic development with emphasis on human capital and the sustainability of national and international resources.
To generate and uphold a combination of knowledge based on reciprocal human and environmental relations through teaching and learning, research, publishing, consulting and community service in the context of human development to achieve the University’s vision.
To produce graduates trained in the field of social science and humanities who are competitive and knowledgeable.
To provide a dedicated professional workforce on environmental policy and management for sustainable national development
B. CAREER PROSPECTS
Students who enrol in the program are also provided with theoretical and practical guidance to pursue a good career in the public, private and community sectors. They could have various career opportunities such as are social entrepreneurs, policy analysts, government advisors and civil servants, administrative and diplomatic officers, academics, public relations officers and educators.
C. ADMISSION CRITERIA
University’s General Admission Requirements
i. Passed SPM/equivalent.
ii. Passed Bahasa Melayu/Bahasa Malaysia with a credit at SPM level/ equivalent. iii. Earned at least Level 1 (Band 1) in the Malaysian University English Test (MUET). iv. Passed STPM examination with at least a grade of C (GPA 2.00) in GeneralStudies/General Paper, and a grade of C (GPA 2.00) in two (2) other subjects. or Possess a diploma or other qualifications accredited by the Malaysian Government and approved by the University Senate. or Passed the Ministry of Education’s Matriculation/Universiti Malaya’s Pre-University Science Programme with a CGPA of at least 2.00.
Programme’s Specific Requirements
i) Minimum qualifications for STPM/Matriculation/Pre-University candidates:
a) Acquired a grade of B- (GPA 2.67) in one of the following subjects at STPM level:Geography,  Economics,
Accounting, Mathematics or Business Studies. b) A credit in Mathematics at SPM level or a grade of C (GPA 2.00) in Mathematics at STPM/Matriculation/Pre-University
level. c) Passed English at SPM level.
ii) Equivalent Qualifications: Diploma in related discipline from accredited institution.
 
 ","FACULTY OF BUSINESS, ECONOMICS AND SOCIAL DEVELOPMENT, University of Malaysia Terengganu, 21030 Kuala Nerus, Terengganu, Malaysia",Tel : +609 6684149 Fax : +609 6684237 Email: fbesd@umt.edu.my,NA,NA,Univesity Malaysia Terengganu (UMT),
517,"
	•Bachelor of Tourism Management with Honours",https://fbesd.umt.edu.my/?page_id=134," The Bachelor of Management Tourism (Hons.) is one the programmes offered by FBESD. It emphasizes and focuses on tourism in the islands and coastal areas.
A. PROGRAMME OBJECTIVES
 The programme is built to provide a skilled workforce in tourism, as well as produce graduates with positive character and attitude. It also attempts to produce graduates who are able to apply the principles in the management of tourism activities and transferable skills such as communication and problem solving.
B. CAREER PROSPECTS Graduates of the programme has excellent career opportunities such as Tourism Manager, Tourism Operations Officer, Agent Tourism Marketing and Customer Service Officer.
C. ADMISSION CRITERIA
University’s General Admission Requirements
i. Passed SPM/equivalent. ii. Passed Bahasa Melayu/Bahasa Malaysia with a credit at SPM level/ equivalent. iii. Sat for Malaysian University English Test (MUET). iv. Passed STPM examination with at least a grade of C (GPA 2.00) in GeneralStudies/General Paper, and a grade of C (GPA 2.00) in two (2) other subjects. or  Possess a diploma or other qualifications accredited by the Malaysian Government and approved by the University Senate. or  Passed the Ministry of Education’s Matriculation/Universiti Malaya’s Pre-University Science Programme with a CGPA of at least 2.00.
Programme’s Specific Requirements
i) Minimum qualifications for STPM/Matriculation/Pre-University candidates
 a) Acquired a grade of B- (GPA 2.67) in one of the following subjects at STPM/ Matriculation/Pre-University level: Economics, Accounting, Mathematics or Business Studies. b) A credit in Mathematics at SPM level or a grade of C (GPA 2.00) in Mathematics at STPM/Matriculation/Pre-University level. c) Passed English at SPM level.
b) Equivalent Qualifications: Diploma in related discipline from accredited institution.
 
 ","FACULTY OF BUSINESS, ECONOMICS AND SOCIAL DEVELOPMENT, University of Malaysia Terengganu, 21030 Kuala Nerus, Terengganu, Malaysia",Tel : +609 6684149 Fax : +609 6684237 Email: fbesd@umt.edu.my,NA,NA,Univesity Malaysia Terengganu (UMT),
518,"
							UW6481001-Bachelor in Computer Science with Honours (Computational Science)						",https://www.unimas.my/courses-finder/course/uw6481001,"Computational Science is the field of study concerned with constructing mathematical models and its numerical solution techniques, as well as using computers to analyse and solve scientific, social, and engineering problems.

Graduates of Computational Science Programme would be able to have careers in fields such as (but not limited to) Statistician, Software Developer, System Analyst, Programmer, Production and Logistic Planner, Operational Research Analyst and Research Scientist.","UNIMAS Holdings Sdn. Bhd, Level 6, UNIMAS City Campus, Lot 77, Section 22,KTLD Jalan Tun Ahmad Zaidi Adruce, 93150 Kuching,Sarawak, Malaysia",Telephone: +60 82 22 2000 Fax: +60 82 22 2107 Email: helpdesk@unimasholdings.com,4,NA,Univesity Malaysia Sarawak (UNIMAS),
519,"
							UW6481002-Bachelor in Computer Science with Honours (Information Systems)						",https://www.unimas.my/courses-finder/course/uw6481002,"Nowadays, enterprises are moving to a higher level of automation and are highly dependent on information provided by computer-based system. These complex systems will become an exceedingly important strategic asset of the organisation. The study of Information System, therefore, is concerned with the development of systems that will get the right information to the right people at the right time.

This programme’s four (4) year structure is designed for students who wish to be competent in deciding how technology are utilise to support organisational/business objectives or to create new opportunities, determine the supporting process and data, implementing computer-based systems and also developing new and innovative products.

All courses consist of extensive theoretical and practical studies will require the use of a wide variety of system development tools. With organisations, people, processes and technical aspects in system development as its focal point, students will be equipped with basic organisational theory, decision-making, project management and system development skills, which are parallel with the latest information technology system.

Graduates of Information System Programme would be able to have careers in fields such as (but not limited to) Information Systems Officer, System Analyst, Database Administrator, Database Analyst, Project Manager, Application Developer, Application Consultant, Business Analyst, Business Process Analyst, User Interface Designer, Web Content Manager, e-Business Manager, IT Consultant, IT Architect, Research Officer and Educator.","UNIMAS Holdings Sdn. Bhd, Level 6, UNIMAS City Campus, Lot 77, Section 22,KTLD Jalan Tun Ahmad Zaidi Adruce, 93150 Kuching,Sarawak, Malaysia",Telephone: +60 82 22 2000 Fax: +60 82 22 2107 Email: helpdesk@unimasholdings.com,4,NA,Univesity Malaysia Sarawak (UNIMAS),
520,"
							UW6481003-Bachelor of Computer Science with Honours (Multimedia Computing)						",https://www.unimas.my/courses-finder/course/uw6481003,The university has not updated this information during the data collection process.<br/>Please refer to the latest updates on the university's website.,"UNIMAS Holdings Sdn. Bhd, Level 6, UNIMAS City Campus, Lot 77, Section 22,KTLD Jalan Tun Ahmad Zaidi Adruce, 93150 Kuching,Sarawak, Malaysia",Telephone: +60 82 22 2000 Fax: +60 82 22 2107 Email: helpdesk@unimasholdings.com,4,NA,Univesity Malaysia Sarawak (UNIMAS),
521,"
							UW6481004-Bachelor in Computer Science with Honours (Software Engineering)						",https://www.unimas.my/courses-finder/course/uw6481004,"Software engineering is a discipline that involves the application of scientific and engineering principles and technical know-how to design, to develop, to operate and to maintain large and complex systems or applications.

Software engineering encompasses knowledge from multiple fields such as management, mathematics, project management and as well as quality management.

The programme curriculum will emphasize towards the fundamentals in software engineering, methodologies, tools for software development as well as methods in accessing the quality of the software that is developed.

In SE progamme structure, the total credit hours are 132 and it takes 4 years to finish the study. Upon successful completion of the course students will be capable of developing software of high quality, developed on time and easy to maintain and reuse.

Students will be prepared with both the necessary soft skills and technical skills in order to fulfill the demands of the industry. It is our hope that we can produce leaders, critical thinkers and technopreneurs in order to fuel the knowledge economy in today’s competitive environment. Students could embark on any of the exciting careers, including; Software Tester, Software Architect, Software Engineer, Software Developers, Software Project Manager, Software Development Consultant.

Graduates of Software Engineering Programme would be able to have careers in fields such as (but not limited to) Software Tester, Software Architect, Software Engineer, Software Developers, Software Project Manager, Software Development Consultant.","UNIMAS Holdings Sdn. Bhd, Level 6, UNIMAS City Campus, Lot 77, Section 22,KTLD Jalan Tun Ahmad Zaidi Adruce, 93150 Kuching,Sarawak, Malaysia",Telephone: +60 82 22 2000 Fax: +60 82 22 2107 Email: helpdesk@unimasholdings.com,NA,NA,Univesity Malaysia Sarawak (UNIMAS),
522,"
							UW6481005-Bachelor in Computer Science with Honours (Network Computing)						",https://www.unimas.my/courses-finder/course/uw6481005,"Network Computing provides the students with a background of core areas in Network Computing where students are able to model and build computer network environment. The program focuses on the integration of hardware and software technologies such as high-speed and high-performance computer networks, wireless/mobile systems and networks. Also to provide knowledge mainly in the area of cyber security, network infrastructure design, wireless system, internet of things and block chains.

In this programme we are committed to produce skilled and industry relevant graduates who are ready to face challenges at the workplace. Therefore, students will be prepared with both the necessary soft skills and technical skills in order to fulfill the demands of the industry.

The total credit hours are 132 and it takes 4 years to complete the programme.

Graduates of Network Computing Programme would be able to have careers in fields such as (but not limited to) Computer Network Administrator, Network Engineer, System Programmer, Network Programmer, Network Communication Consultant and Computer Network Officer.","UNIMAS Holdings Sdn. Bhd, Level 6, UNIMAS City Campus, Lot 77, Section 22,KTLD Jalan Tun Ahmad Zaidi Adruce, 93150 Kuching,Sarawak, Malaysia",Telephone: +60 82 22 2000 Fax: +60 82 22 2107 Email: helpdesk@unimasholdings.com,4,NA,Univesity Malaysia Sarawak (UNIMAS),
523,"
							UW6526002 - Bachelor Of Civil Engineering With Honours						",https://www.unimas.my/courses-finder/course/uw6526002,"This programme involves planning, designing, construction and handling the operation of buildings, bridges, port, dam, power generation station, highway, railway, airport, water supply and distribution, sewage disposal control. The programme offers courses which are geared towards specializations in Geotechnical Engineering, Transport Engineering or Structural Engineering.

Civil Engineering are needed all over the world in many roles, from the small number in research and development to the more usual design, management and control positions. There is an increasing national demand for civil engineers especially in the construction, highways, airports, dams environmental monitoring and other sectors. The graduate may also gain employment as research scientists working for research and consultancy in universities or other related organization.","UNIMAS Holdings Sdn. Bhd, Level 6, UNIMAS City Campus, Lot 77, Section 22,KTLD Jalan Tun Ahmad Zaidi Adruce, 93150 Kuching,Sarawak, Malaysia",Telephone: +60 82 22 2000 Fax: +60 82 22 2107 Email: helpdesk@unimasholdings.com,4,NA,Univesity Malaysia Sarawak (UNIMAS),
524,"
							UW6522001 - Bachelor Of Electrical And Electronics Engineering With Honours						",https://www.unimas.my/courses-finder/course/uw6522001,"Electrical and electronic engineering is an important field of professional Malaysia where it has been identified as the catalytic activities of public or private sector needs electrical and electronics industry that can contribute to the national economy. With this program, it is hoped that it can accommodate the shortage of professionals in this critical field.

Wide employment opportunity in any organization which utilize or involve in information technology industry such as software and computer component design, electronics instrumentation manufacturing and computer networking for information transmission.","UNIMAS Holdings Sdn. Bhd, Level 6, UNIMAS City Campus, Lot 77, Section 22,KTLD Jalan Tun Ahmad Zaidi Adruce, 93150 Kuching,Sarawak, Malaysia",Telephone: +60 82 22 2000 Fax: +60 82 22 2107 Email: helpdesk@unimasholdings.com,4,NA,Univesity Malaysia Sarawak (UNIMAS),
525,"
							UW6521001 - Bachelor Of Mechanical Engineering With Honours						",https://www.unimas.my/courses-finder/course/uw6521001,"Mechanical engineers are vital to the country’s economic and infrastructure development as they play a pivotal role in the designing, development, manufacturing and maintenance of all the components which improve and support the systems and structure of our modern way of life. The student attending this programme will be exposed to an integrated education system enable them to be far-sighted and function not just as an engineer which will but also as a skilful manager. The aim of this programme therefore, is to impart the relevant knowledge and skills to cultivate a high level of self-confidence to enable graduates to become competitive, efficient, accountable, far-sighted engineers offering high quality professional service.

Mechanical engineering is a uniquely broad profession. It provides challenging career opportunities in field as diverse as power generation, automotive and aerospace technology, machine tools and robotics, bioengineering and the food, chemical and oil industries. Mechanical engineers work in design, research and development, consultancy, manufacturing, marketing and operations of technical and managerial expertise. Whereas, manufacturing engineers are employed in key positions in a wide range of industries. They are experts in designing and managing the essential systems necessary for successful industrial and business enterprises and they work, to improve productivity, in terms of availability, quality and costs of products or services supplied to customers, which amalgamate, technology, management and human resources.","UNIMAS Holdings Sdn. Bhd, Level 6, UNIMAS City Campus, Lot 77, Section 22,KTLD Jalan Tun Ahmad Zaidi Adruce, 93150 Kuching,Sarawak, Malaysia",Telephone: +60 82 22 2000 Fax: +60 82 22 2107 Email: helpdesk@unimasholdings.com,4,NA,Univesity Malaysia Sarawak (UNIMAS),
526,"
							UW6524001 - Bachelor Of Chemical Engineering With Honours						",https://www.unimas.my/courses-finder/course/uw6524001,"Welcome to the Department of Chemical Engineering and Energy Sustainability, Unimas. Our department offers degree course in chemical engineering at undergraduate [Bachelor of Chemical Engineering with Honours and postgraduate (MSc and PhD) levels recognized nationally and internationally. Bachelor of Chemical Engineering with Honours is a four-year course, which is accredited by Engineering Accreditation Council (EAC). Chemical Engineering focuses on the application of engineering principles to the design, construction and operation of industrial processing plants. Apart from basic chemical engineering knowledge, this programme is inclined to prepare the students toward specific engineering expertise in energy and natural resources. With such, the students have the options to select preferred elective courses in their final year. The programme has been designed as such that the graduates from this programme can embark their careers not limited to chemical engineering processing industry such as those dealing with petrochemicals, chemicals, pharmaceuticals, semiconductors, food processing and other related industries only. The job involves supervision of plant operation and maintenance, troubleshooting operational problems related to process, and undertaking plant modification work for process operability and safety improvement. The graduates may also work in other industries related to power generation, environmental engineering and  sustainability to a more specific research career in academic institutions. The programme was designed to include contributions from industrial panels allowing students to relate the theory and practicality of knowledge learnt.    Moreover, students have opportunity to experience technical and hands on skill through research in final year project, laboratory experiments and also the 12 weeks of industrial training internship program. Throughout the programme, students gain soft skills such as leadership, teamwork and communication skills, preparing students for their career development.  Looking forward to meet you joining us in Department of Chemical Engineering and Energy Sustainability, UNIMAS","UNIMAS Holdings Sdn. Bhd, Level 6, UNIMAS City Campus, Lot 77, Section 22,KTLD Jalan Tun Ahmad Zaidi Adruce, 93150 Kuching,Sarawak, Malaysia",Telephone: +60 82 22 2000 Fax: +60 82 22 2107 Email: helpdesk@unimasholdings.com,4,NA,Univesity Malaysia Sarawak (UNIMAS),
527,"
							UW6721001 - Doctor of Medicine						",https://www.unimas.my/courses-finder/course/uw6721001,"Medical education today requires medical students who are critical of their own learning processes. They should be able to seek knowledge of their own accord, evaluate medical problems in great detail and seek solutions to the challenges that they encounter. They are expected to be able to communicate effectively and to manage issues related to medicine and the health of the community. These characteristics are not fostered fully in most current medical educational systems, many of which emphasise passive learning approaches. However, the medical education approaches to teaching and learning employed by this Faculty offer medical students opportunities to develop their potential and creativity and to make full use of these capabilities. These approaches require students who are confident that the medical profession is their best choice.","UNIMAS Holdings Sdn. Bhd, Level 6, UNIMAS City Campus, Lot 77, Section 22,KTLD Jalan Tun Ahmad Zaidi Adruce, 93150 Kuching,Sarawak, Malaysia",Telephone: +60 82 22 2000 Fax: +60 82 22 2107 Email: helpdesk@unimasholdings.com,5,NA,Univesity Malaysia Sarawak (UNIMAS),
528,"
							UW6723001 - Bachelor of Nursing						",https://www.unimas.my/courses-finder/course/uw6723001,"The Bachelor of Nursing with Honours Programme has been designed to enable pre-registration students to acquire sound knowledge and skills base for beginning professional nursing practice. In addition, the post-registration students would take on this opportunity to strengthen and broaden their knowledge of nursing and its related and supporting disciplines to improve nursing care.

The programme also provides an appropriate educational base from which successful students may proceed to post-graduate studies in nursing. It values creativity in developing human potential and encourages its students to be both critical thinkers and independent learners. Students are, therefor, expected to be active participants in the teaching-learning process through their involvement in all of the programme’s educational activities.
","UNIMAS Holdings Sdn. Bhd, Level 6, UNIMAS City Campus, Lot 77, Section 22,KTLD Jalan Tun Ahmad Zaidi Adruce, 93150 Kuching,Sarawak, Malaysia",Telephone: +60 82 22 2000 Fax: +60 82 22 2107 Email: helpdesk@unimasholdings.com,4,NA,Univesity Malaysia Sarawak (UNIMAS),
529,"
							WA12 - Bachelor Of Social Sciences (Hons) Industrial Relations And Labour Studies 						",https://www.unimas.my/courses-finder/course/wa12,"Industrial Relations and Labour Studies programme enables the students to recognize the issues of globalization, production and the multidivisional nature of work. This includes examining the changing patterns in the work processes and its implications on daily routines of individuals, families and society. It also covers the labour relations between workers, employers and the Government, as well as the relevant laws governing this issue. In addition, this specialization also focuses on the latest issues in development, planning and management of human resources as well as other significant aspects related to research.","UNIMAS Holdings Sdn. Bhd, Level 6, UNIMAS City Campus, Lot 77, Section 22,KTLD Jalan Tun Ahmad Zaidi Adruce, 93150 Kuching,Sarawak, Malaysia",Telephone: +60 82 22 2000 Fax: +60 82 22 2107 Email: helpdesk@unimasholdings.com,3,NA,Univesity Malaysia Sarawak (UNIMAS),
530,"
							WA14 - Bachelor Of Social Sciences (Hons) Anthropology And Sociology 						",https://www.unimas.my/courses-finder/course/wa14,"Anthropology and Sociology programme offers a thorough theoretical foundation for enhancing students’ analytical skills when interpreting society and its issues. It provides extensive knowledge on themes like environment, culture, deviance, youth, indigenous communities, and globalisation. The programme is at the forefront in the development of Borneo studies incorporated through teaching and research by examining the contributions of the discipline to our knowledge on Bornean societies and transformation. In this connection, the programme’s pursuit of the scholarly lines of inquiry is to critically reflect on the challenges and contradictions arising from the global forces and the effects of capitalist rationalisation on contemporary societies.","UNIMAS Holdings Sdn. Bhd, Level 6, UNIMAS City Campus, Lot 77, Section 22,KTLD Jalan Tun Ahmad Zaidi Adruce, 93150 Kuching,Sarawak, Malaysia",Telephone: +60 82 22 2000 Fax: +60 82 22 2107 Email: helpdesk@unimasholdings.com,3,NA,Univesity Malaysia Sarawak (UNIMAS),
